ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
7.7,239.2,340.47,1.56,,208.94,1.58,24.18,0.43,1.0
6.76,398.83,626.37,1.57,102.7,391.24,0.21,18.22,0.08,1.0
6.87,92.39,153.39,1.1,,58.26,0.01,18.57,0.36,1.0
7.21,366.36,663.61,1.96,19.07,434.43,1.11,35.13,0.15,1.0
6.76,293.08,455.03,0.44,35.01,294.12,0.87,,0.15,1.0
8.04,339.11,410.61,3.13,121.29,289.62,0.09,43.69,0.88,1.0
6.32,259.08,346.8,2.38,51.05,232.6,3.38,32.06,19.0,
7.48,176.91,250.29,3.29,41.44,189.38,0.96,72.62,0.3,1.0
7.51,375.54,540.11,2.16,12.59,337.12,1.05,41.02,16.69,
5.95,178.29,328.07,1.96,70.88,236.01,1.92,44.44,0.05,
7.05,10.0,10.0,2.13,29.49,5.0,0.41,37.46,0.45,1.0
7.6,10.0,76.56,1.3,40.84,65.32,0.82,20.33,0.43,1.0
7.74,151.43,262.83,0.76,35.67,141.66,0.86,14.99,0.28,1.0
7.24,196.1,362.0,1.02,78.79,240.0,3.42,26.46,0.89,1.0
7.94,233.62,288.68,1.57,80.47,147.95,0.14,41.11,1.43,1.0
7.31,302.51,543.79,1.12,14.38,348.12,1.42,19.77,0.31,1.0
7.41,10.0,10.0,3.35,24.91,15.31,0.86,44.0,0.3,1.0
7.6,294.36,328.72,1.29,20.96,203.25,1.87,28.67,0.35,1.0
8.14,10.0,10.0,2.39,57.33,5.0,1.78,27.37,0.64,1.0
6.86,278.84,451.94,2.58,86.27,310.68,0.01,42.67,0.55,1.0
7.01,191.23,281.11,3.24,57.87,180.65,0.3,55.37,0.13,1.0
3.13,173.52,383.92,2.68,,239.76,0.2,39.14,10.86,
7.13,138.11,127.22,1.83,80.39,83.53,0.62,18.35,1.49,1.0
8.54,365.39,555.89,3.71,,414.06,2.36,51.04,0.15,1.0
7.86,382.93,508.34,0.76,21.39,353.49,0.01,8.18,6.25,
6.5,216.06,416.71,1.06,57.94,294.11,0.67,5.36,0.88,1.0
6.92,169.41,274.1,2.22,46.64,186.87,2.16,29.44,5.29,
7.7,251.55,415.97,2.09,84.91,273.71,2.61,16.77,0.5,1.0
6.67,108.37,158.62,2.82,25.57,55.18,1.07,48.17,0.06,1.0
6.82,209.94,471.11,2.16,11.34,292.64,1.77,35.74,1.75,1.0
8.48,383.48,629.9,2.37,37.53,399.82,0.39,38.19,0.03,1.0
6.91,237.15,514.12,3.0,89.08,296.68,0.34,41.08,0.29,1.0
8.16,110.36,154.08,2.14,75.19,77.0,0.05,29.59,0.38,1.0
8.4,116.94,372.28,2.68,53.49,202.37,0.7,31.9,0.78,1.0
6.81,10.0,41.37,1.24,103.04,26.13,0.61,23.72,0.06,1.0
4.29,289.61,414.48,1.31,95.79,285.79,0.47,6.08,0.29,
7.18,206.73,390.12,2.88,81.54,275.71,0.12,44.05,0.18,1.0
6.53,10.0,10.0,2.12,2.88,14.8,0.26,25.48,0.19,1.0
7.5,104.13,67.64,2.17,81.33,24.7,0.23,50.11,0.75,1.0
7.24,162.4,243.37,1.31,41.91,119.55,2.88,24.87,,1.0
7.69,187.5,239.83,1.59,34.2,120.75,3.4,23.87,0.69,1.0
8.52,26.55,58.1,2.29,22.7,12.39,,23.24,0.83,1.0
8.05,360.66,377.8,1.7,43.13,227.79,0.19,11.85,1.16,1.0
7.79,179.95,350.29,1.14,24.97,224.5,2.2,22.03,0.49,
5.83,243.91,261.15,1.15,56.79,149.46,0.04,35.23,0.2,
7.75,86.24,148.84,1.36,43.08,103.53,2.87,24.53,0.28,1.0
8.78,223.12,509.74,1.66,58.82,326.69,0.48,26.67,1.75,1.0
4.99,402.79,631.08,1.72,72.13,410.41,0.77,27.75,1.07,
7.95,137.71,203.29,3.57,38.23,154.94,1.44,54.56,0.31,1.0
7.27,53.97,177.57,2.92,20.51,91.81,0.28,45.9,10.64,
6.72,192.83,398.24,2.3,,267.23,0.11,27.6,0.87,1.0
8.04,135.8,228.39,3.86,80.83,148.18,1.66,48.2,1.16,1.0
8.77,180.76,272.12,1.88,53.15,170.21,4.18,29.36,0.57,1.0
8.02,145.23,447.93,2.48,42.95,308.86,1.08,52.07,0.97,1.0
7.1,58.66,10.0,2.33,96.88,24.08,1.74,42.7,1.11,1.0
6.65,313.47,563.66,2.47,,347.45,2.84,24.75,0.05,1.0
7.52,122.13,314.54,1.25,52.25,200.81,0.26,16.22,15.58,
8.1,177.67,217.7,1.7,11.44,147.13,0.43,32.72,0.2,1.0
7.09,168.11,282.15,1.19,76.24,177.94,0.25,33.0,0.29,1.0
7.17,236.3,292.49,2.41,,201.82,0.06,54.03,0.78,1.0
9.66,27.9,10.0,2.0,82.16,12.12,1.32,27.94,0.55,
8.26,359.32,598.99,0.12,80.51,425.99,0.16,10.01,1.12,1.0
8.32,177.32,308.27,2.51,13.08,169.77,0.1,40.2,0.26,1.0
6.23,257.3,388.6,2.22,52.65,250.14,0.44,32.05,0.23,1.0
6.83,273.51,490.31,3.7,13.94,300.53,0.06,56.19,0.02,1.0
7.46,14.83,95.77,2.93,67.1,74.33,0.2,44.65,0.31,1.0
3.87,267.31,394.69,3.11,82.81,224.21,0.07,58.44,0.64,
8.68,140.66,246.47,0.87,9.8,167.13,2.1,,0.18,1.0
8.53,283.29,469.35,3.12,,292.48,1.51,51.45,0.31,1.0
6.97,60.47,10.0,1.81,93.86,5.0,1.96,42.47,0.12,1.0
8.83,162.41,280.18,1.31,127.65,153.19,2.03,33.94,12.31,
7.4,108.41,179.44,,69.78,107.33,2.89,5.69,0.03,1.0
9.47,201.89,386.45,3.31,72.74,272.88,0.21,42.13,0.61,
7.52,257.94,394.01,1.72,36.72,255.6,2.3,33.5,0.24,1.0
7.86,112.58,158.47,1.88,57.2,115.56,0.74,41.42,0.02,1.0
8.52,139.58,157.57,2.32,64.03,135.71,0.18,29.66,0.96,1.0
8.42,137.76,277.87,3.86,42.7,185.89,1.07,61.51,0.33,1.0
7.81,49.51,120.67,1.77,103.99,67.26,0.4,24.56,0.46,1.0
7.29,320.64,468.4,1.98,57.07,313.8,0.05,23.63,16.08,
7.81,148.31,226.16,2.97,62.22,136.12,0.08,41.38,0.53,1.0
6.75,10.0,10.0,1.72,43.52,5.0,0.55,27.1,0.66,1.0
7.52,200.35,225.04,1.17,47.59,115.88,1.75,8.35,0.72,1.0
6.51,10.0,92.29,,98.75,78.51,0.37,,0.44,1.0
5.98,45.21,10.0,3.34,55.84,5.0,1.45,41.15,0.23,
7.44,10.0,52.51,2.24,56.77,37.78,0.06,36.86,0.14,1.0
8.41,287.42,321.88,2.55,57.29,188.5,0.5,23.53,1.17,1.0
4.36,262.21,565.73,1.51,35.42,376.44,0.14,0.54,1.75,
7.33,275.19,362.64,2.68,,220.48,1.99,53.92,0.22,1.0
8.8,103.14,178.7,1.42,112.9,113.32,3.44,11.11,0.06,1.0
6.94,216.38,391.18,2.16,92.73,271.82,0.39,30.5,0.13,1.0
5.87,134.18,208.18,2.11,99.96,151.13,4.5,40.84,0.56,
5.65,128.24,161.08,3.13,7.1,104.26,1.4,32.56,15.06,
6.46,10.0,69.13,2.65,107.8,9.57,,25.31,13.59,
8.05,10.0,10.0,1.37,128.67,66.36,0.66,14.28,1.28,1.0
6.89,165.69,222.02,2.6,91.79,179.23,1.8,48.63,1.66,1.0
7.77,113.6,331.61,1.63,115.91,230.0,0.76,24.28,,1.0
8.72,139.19,280.68,1.19,81.91,167.37,0.8,17.74,1.59,1.0
6.52,282.12,216.81,2.55,16.14,138.65,0.59,35.31,0.67,1.0
7.78,18.11,110.85,2.19,70.31,61.18,0.5,38.53,0.04,1.0
7.83,310.38,421.65,0.8,9.19,299.35,0.03,26.38,0.27,1.0
6.71,10.0,36.57,1.48,26.11,29.02,0.97,52.11,0.6,1.0
8.48,298.58,455.21,2.75,62.65,280.2,1.46,39.7,1.57,1.0
7.17,92.45,99.56,2.39,57.28,55.3,1.56,51.1,0.09,1.0
7.09,146.16,149.51,2.43,68.52,119.61,0.98,46.46,0.07,1.0
9.09,10.0,10.0,3.85,,38.5,0.42,60.35,0.32,
7.82,219.28,199.72,3.0,43.83,160.38,0.02,22.84,1.72,1.0
8.14,267.57,495.06,1.88,71.96,336.93,2.26,24.47,1.78,1.0
8.48,253.59,403.13,1.6,79.93,256.98,0.56,20.56,0.13,1.0
6.88,309.67,495.68,1.32,82.55,257.36,0.92,23.39,0.19,1.0
8.4,186.56,404.43,1.54,60.05,268.82,0.22,21.13,1.19,1.0
7.0,33.27,79.27,0.4,34.83,51.49,0.15,0.38,19.51,
6.96,148.38,233.84,0.78,70.06,154.8,0.09,32.06,15.93,1.0
7.18,64.77,143.96,2.66,38.01,94.65,1.6,52.95,1.12,1.0
6.9,461.72,566.11,3.53,86.04,341.45,1.04,32.79,0.12,1.0
8.06,10.0,60.64,2.06,67.09,50.57,0.97,28.02,0.71,1.0
7.61,346.21,478.74,1.3,47.53,323.83,2.52,25.77,0.02,
7.01,329.98,478.59,,19.24,324.73,0.17,13.31,0.85,1.0
7.94,398.86,665.92,3.7,94.78,451.78,0.19,51.36,0.46,1.0
7.18,87.58,218.06,0.66,72.36,153.82,0.21,7.77,1.56,1.0
5.37,227.07,442.46,0.53,134.12,279.4,0.55,8.87,1.61,
7.44,427.9,756.33,1.7,71.05,490.2,2.07,32.16,18.72,
7.77,16.6,176.47,1.96,74.4,116.53,2.13,14.01,0.09,1.0
7.71,10.0,10.0,2.01,,8.65,0.89,10.0,0.33,1.0
7.11,10.0,10.0,1.15,62.42,26.46,1.07,29.72,1.06,1.0
8.08,332.82,442.54,2.42,37.34,300.53,2.28,26.33,0.84,1.0
7.22,36.92,10.0,1.48,83.06,48.05,0.98,43.4,1.67,1.0
6.88,174.62,225.54,1.5,63.39,190.73,0.26,13.91,8.63,
6.23,261.92,387.46,1.72,89.41,253.44,1.22,23.97,0.15,1.0
8.19,210.57,337.04,1.32,135.3,142.34,1.47,23.53,0.01,1.0
7.41,304.09,385.09,0.75,18.07,275.04,1.01,,15.7,
7.57,176.14,344.46,0.81,87.87,213.09,0.32,40.81,0.56,1.0
8.24,338.8,555.77,0.89,77.34,345.22,0.51,9.47,1.3,1.0
7.02,103.07,109.54,2.46,129.17,63.23,0.64,28.46,0.19,1.0
6.3,32.7,164.6,2.4,78.22,98.06,0.16,24.32,1.04,1.0
7.46,242.11,145.47,1.73,74.06,106.8,0.6,29.59,0.25,1.0
7.65,281.05,466.04,1.78,84.06,271.74,0.18,29.62,0.18,
7.19,295.15,480.08,3.17,86.85,290.5,0.69,36.19,0.36,1.0
8.58,296.99,390.25,2.51,108.17,260.52,0.05,23.99,0.29,1.0
5.41,367.77,536.7,3.56,17.22,361.31,2.97,64.03,13.97,
8.3,40.54,64.39,1.42,34.31,54.69,0.28,14.78,0.32,1.0
8.03,386.57,633.44,0.84,119.41,396.0,0.63,,0.16,1.0
7.77,287.58,604.65,3.0,,373.46,0.03,43.47,0.92,1.0
4.73,240.45,447.12,1.98,46.61,280.5,0.21,25.67,3.34,1.0
8.43,419.68,656.36,1.2,55.98,431.43,1.18,37.46,0.52,1.0
6.58,28.19,10.0,2.49,42.92,36.21,0.12,32.11,0.14,1.0
6.99,178.12,195.11,1.29,113.24,85.87,0.99,16.34,0.14,1.0
7.26,85.74,152.94,2.69,69.04,95.0,,42.53,0.03,1.0
7.73,197.21,444.3,2.49,34.51,262.14,0.63,31.58,0.04,1.0
7.91,106.82,89.97,1.77,24.62,25.44,1.28,31.02,1.23,1.0
8.11,342.7,451.5,0.31,61.27,312.81,2.61,,0.05,1.0
8.05,389.38,574.11,1.08,96.64,384.06,0.68,13.76,0.33,1.0
7.6,255.24,439.04,3.52,55.54,294.37,1.84,56.84,0.6,1.0
7.73,266.27,356.75,3.75,44.62,250.31,1.62,67.56,18.86,
6.53,232.9,102.43,4.59,22.19,56.98,0.35,63.04,0.09,
6.8,84.14,130.63,2.4,64.96,76.26,2.08,30.02,12.66,
8.12,264.37,549.92,0.91,62.74,401.17,1.02,29.06,0.14,1.0
8.07,244.21,455.87,3.34,21.03,291.38,0.11,44.57,0.15,1.0
7.98,206.59,292.2,1.74,91.06,204.63,2.8,25.47,0.18,1.0
6.99,49.61,216.42,1.32,118.24,140.8,0.19,36.89,9.19,
3.36,14.47,10.0,2.33,51.96,5.0,0.64,35.7,0.01,
6.47,70.51,85.83,3.9,62.09,14.9,0.63,55.98,0.26,1.0
8.26,486.13,682.28,1.89,5.8,431.9,0.98,26.69,0.1,1.0
7.19,91.86,43.91,2.02,79.49,49.66,1.09,22.85,1.71,1.0
8.75,245.97,337.9,0.47,68.57,235.4,0.27,11.53,0.44,1.0
6.18,192.76,501.49,2.11,36.96,344.25,0.43,22.38,1.01,1.0
8.81,75.46,49.02,2.67,20.26,12.12,0.16,47.77,0.11,1.0
7.11,237.44,336.94,1.91,123.9,251.33,0.13,28.84,0.83,1.0
7.1,305.35,487.58,1.99,65.31,297.63,1.74,32.15,0.27,1.0
7.56,94.99,302.5,2.23,13.29,200.88,1.39,50.67,0.1,1.0
6.84,485.37,873.68,0.95,84.22,567.69,0.58,,0.72,1.0
7.34,10.0,10.0,,59.19,5.0,0.1,0.24,0.72,1.0
6.81,206.3,511.75,1.9,52.36,359.41,0.6,34.83,2.75,1.0
6.84,159.12,265.44,1.77,89.14,158.43,0.35,20.45,0.76,1.0
7.79,232.74,454.38,2.57,,268.36,1.5,48.06,0.08,1.0
6.68,364.22,388.26,4.4,,252.77,0.1,60.51,0.19,
6.79,83.58,153.37,3.3,105.17,91.69,0.6,52.36,0.3,1.0
6.3,272.17,345.8,,44.84,292.32,0.89,,0.07,1.0
7.0,10.0,10.0,4.52,32.93,20.03,4.25,69.43,0.78,
8.45,225.89,420.65,2.66,,265.24,0.09,40.7,0.37,1.0
6.72,220.62,359.63,1.74,57.75,212.64,0.12,25.71,1.45,1.0
6.81,211.23,427.73,3.48,62.69,240.42,4.43,47.41,0.44,1.0
7.56,285.86,511.62,,107.63,312.05,0.52,,0.37,1.0
7.1,213.22,373.52,1.46,64.9,245.09,1.36,24.99,0.04,1.0
9.18,186.08,329.62,2.2,37.89,242.8,1.53,33.48,10.77,
7.27,167.03,123.79,2.07,66.23,102.89,0.38,24.09,0.95,1.0
7.67,113.44,157.56,3.51,94.38,106.99,0.24,56.15,2.34,1.0
8.16,346.38,537.35,3.18,85.65,342.81,0.32,43.08,8.28,
8.14,379.34,587.27,2.68,74.86,387.1,1.45,55.79,0.83,1.0
7.59,182.06,252.38,1.72,60.98,153.67,1.84,50.74,0.49,1.0
7.27,181.38,309.2,2.96,26.75,235.35,1.2,58.31,1.6,1.0
9.02,55.41,119.08,1.4,8.69,73.62,0.58,34.36,0.14,
7.32,329.07,534.55,2.77,2.36,345.73,0.3,49.73,0.39,1.0
7.05,317.69,433.08,1.27,65.76,237.19,0.55,16.97,8.3,
6.88,469.26,688.24,2.29,69.93,443.45,2.46,15.42,0.39,1.0
6.02,62.58,124.34,0.54,93.77,97.55,1.99,,0.16,1.0
8.06,173.03,224.4,3.04,72.47,124.5,0.39,38.77,0.34,1.0
5.52,198.04,346.29,1.56,92.03,210.07,0.4,35.41,0.49,
7.4,259.27,429.3,0.63,44.78,294.9,1.51,12.03,0.04,1.0
7.24,130.44,256.87,1.04,80.83,137.43,0.56,8.95,12.06,
9.19,66.16,125.41,1.69,9.94,102.67,0.85,6.95,0.61,
5.93,352.84,476.28,1.09,47.59,298.94,0.55,39.5,1.06,
6.68,271.16,444.23,2.72,,280.98,0.28,46.14,0.28,1.0
7.29,76.81,116.75,1.72,51.26,53.41,0.21,34.92,0.03,1.0
7.24,270.29,571.09,2.93,98.99,378.77,0.15,38.67,0.31,1.0
6.96,304.96,534.04,1.72,52.81,396.32,0.01,24.37,0.07,1.0
7.34,184.05,326.86,2.72,78.87,228.09,0.33,37.32,0.52,1.0
6.39,148.09,315.92,2.01,60.93,188.06,0.19,30.78,0.02,1.0
7.69,247.57,410.81,1.74,27.18,289.74,0.3,44.57,0.23,1.0
5.54,55.14,127.66,0.96,42.53,76.65,0.08,2.35,0.04,
7.38,187.6,306.01,2.07,97.19,226.39,0.42,30.61,,1.0
6.92,12.08,10.0,2.74,78.67,22.63,0.73,44.64,1.62,1.0
8.21,237.39,475.29,1.31,25.3,250.08,2.89,18.52,2.78,1.0
8.8,10.0,10.0,1.99,,5.0,0.43,39.77,18.39,
7.14,364.28,600.68,1.45,58.27,409.33,0.03,4.37,0.14,1.0
8.51,199.6,233.98,3.94,26.72,155.12,0.45,77.88,1.21,1.0
7.15,167.44,257.67,2.31,42.9,147.01,1.7,20.97,1.28,1.0
6.63,71.58,174.45,2.09,,100.72,0.42,20.05,7.88,
8.8,165.39,242.39,1.51,91.63,119.43,0.34,18.22,0.39,1.0
7.82,435.6,583.71,2.88,46.12,377.64,2.51,36.78,0.04,1.0
7.4,51.84,10.0,2.0,52.19,50.71,0.35,34.23,0.05,1.0
7.95,360.61,555.39,1.94,16.68,377.1,3.52,32.11,9.32,
3.0,256.84,367.6,1.93,38.9,282.75,1.79,30.04,1.04,
7.34,107.16,58.6,0.89,54.9,55.74,1.15,,0.28,1.0
6.34,104.74,84.94,3.5,25.47,75.76,0.91,51.04,0.2,1.0
7.18,409.51,635.28,2.92,41.37,452.41,0.25,43.99,0.52,1.0
7.9,119.97,110.9,2.01,105.45,79.63,1.31,42.46,0.82,1.0
7.3,10.0,69.33,1.9,,41.32,0.43,30.45,0.66,1.0
8.12,241.36,527.46,1.12,57.38,363.5,0.66,20.6,0.48,1.0
3.19,228.48,367.71,0.52,18.58,268.09,0.11,27.48,0.13,
6.7,70.88,112.41,1.12,103.46,63.47,0.35,5.18,0.15,1.0
6.34,178.8,343.32,3.14,42.77,208.73,0.75,43.27,0.64,1.0
7.27,98.2,94.85,1.61,8.11,64.43,0.63,12.84,0.81,1.0
4.16,218.96,520.16,3.08,41.38,354.74,0.42,62.3,0.06,
7.67,280.63,512.27,1.97,63.99,348.94,0.64,46.3,0.1,1.0
6.83,219.59,406.4,1.13,161.02,235.68,1.37,32.26,0.57,1.0
6.91,141.58,372.33,1.27,,280.25,0.61,24.46,0.25,1.0
8.24,466.08,652.24,2.25,2.04,411.13,0.71,37.5,0.41,1.0
7.52,112.0,299.94,0.38,102.21,189.66,1.21,1.13,0.48,1.0
6.84,10.0,63.63,1.23,,23.3,1.84,26.19,0.75,1.0
7.41,279.34,389.89,1.55,50.39,307.4,0.75,10.38,0.82,1.0
8.5,462.63,717.21,2.82,30.67,471.03,2.96,29.46,0.16,1.0
7.64,10.0,97.05,2.28,24.38,46.06,0.44,30.05,17.79,
7.87,170.75,227.71,2.19,43.11,165.29,0.29,51.68,10.09,
6.8,244.46,383.29,2.46,36.69,264.52,1.18,31.82,19.44,
8.22,290.18,289.22,3.03,92.28,184.24,0.19,41.73,0.93,1.0
9.25,82.32,103.54,2.05,103.13,84.11,2.3,33.64,9.03,
6.77,307.56,524.37,0.97,67.05,324.34,0.49,23.47,0.09,1.0
6.45,415.58,764.01,2.19,40.56,486.75,1.2,45.34,11.63,
7.54,166.32,339.23,1.16,60.34,180.29,0.84,6.19,0.43,1.0
8.1,30.22,119.19,,82.2,50.99,0.06,,0.05,1.0
7.33,74.55,10.0,2.19,90.07,42.65,1.23,35.08,0.57,1.0
4.77,211.86,351.6,2.52,64.8,261.37,1.56,41.0,0.57,
4.45,340.73,520.78,2.35,111.11,339.82,4.04,43.86,6.43,
7.88,312.73,395.03,2.51,25.34,290.03,0.54,45.78,1.05,1.0
7.07,61.79,299.52,3.11,95.6,191.49,0.7,46.98,0.24,1.0
7.89,173.23,182.15,1.03,78.17,113.53,2.08,26.99,1.16,1.0
8.33,51.71,81.57,1.61,25.6,54.15,0.31,33.87,0.02,1.0
7.59,301.92,466.95,0.71,59.31,301.02,0.21,19.58,0.06,1.0
7.38,248.23,482.75,2.45,62.06,309.49,0.14,31.45,0.27,1.0
8.06,10.0,10.0,3.23,44.32,29.37,3.83,55.56,0.45,1.0
6.72,395.22,617.97,1.46,43.88,404.68,0.32,33.87,19.88,
6.64,368.12,414.81,2.72,,283.88,1.42,35.7,0.42,1.0
7.19,398.12,579.92,1.23,22.43,397.57,0.6,19.78,0.18,1.0
7.01,82.22,31.57,2.65,40.47,28.29,0.28,55.33,1.09,1.0
6.76,10.0,26.84,,27.1,5.0,2.45,3.96,0.38,1.0
8.86,132.11,270.21,3.52,15.77,148.58,0.62,51.96,0.44,1.0
9.14,201.29,400.56,0.91,92.44,263.34,0.83,28.26,1.46,
7.12,371.15,659.27,2.17,45.84,425.1,0.25,27.83,0.72,1.0
7.47,162.09,441.22,3.4,136.67,288.54,0.39,34.11,0.29,1.0
7.25,114.63,251.46,0.83,58.91,163.13,1.38,4.69,0.32,1.0
8.29,28.82,94.73,3.76,91.61,113.24,0.42,67.75,0.52,1.0
4.24,318.83,546.0,4.1,41.68,328.3,0.71,66.75,18.35,
5.98,70.82,107.06,2.69,23.53,29.79,0.12,41.02,0.05,
7.78,393.54,625.69,2.02,60.51,413.35,1.9,40.86,0.19,1.0
6.35,145.13,243.12,1.82,101.82,150.5,1.34,28.9,0.75,1.0
8.81,341.8,618.12,2.57,46.44,408.1,1.43,36.39,0.15,1.0
7.75,163.3,435.79,2.75,67.87,294.94,0.2,49.54,0.07,1.0
6.74,134.8,272.6,,60.3,202.87,0.68,,0.12,1.0
7.21,69.05,196.12,1.72,46.08,97.33,0.03,30.63,0.57,
7.17,162.39,231.82,1.42,48.13,139.55,0.38,13.28,0.48,1.0
7.82,276.86,385.66,1.27,10.06,259.26,0.43,8.51,0.58,1.0
8.23,236.19,315.43,1.29,49.56,220.44,2.45,10.7,0.19,1.0
6.48,146.59,181.24,0.71,76.13,161.67,4.93,10.33,1.16,1.0
8.87,153.45,266.87,3.55,61.83,192.58,0.96,46.77,0.3,1.0
8.68,163.33,315.72,1.41,57.37,204.08,0.73,14.99,0.36,1.0
6.7,10.0,10.0,1.86,79.0,5.0,0.58,26.29,1.49,1.0
7.46,159.61,391.63,1.69,57.8,243.28,0.02,24.59,1.94,1.0
8.77,112.03,104.06,1.45,50.56,55.78,1.61,6.26,0.54,1.0
8.39,32.86,69.33,2.42,79.41,58.17,1.11,11.03,1.45,1.0
7.13,10.0,10.0,1.69,55.46,11.64,1.05,29.32,0.39,1.0
8.05,10.0,10.0,2.61,40.54,5.0,1.66,40.47,0.18,1.0
9.8,10.0,28.91,3.57,68.73,10.07,2.63,39.85,17.26,
7.48,97.07,158.2,0.9,48.59,120.38,0.49,17.86,0.41,1.0
6.89,467.76,690.65,2.32,38.74,455.96,0.56,39.19,0.46,1.0
7.54,99.49,194.82,2.29,56.22,138.01,3.69,31.38,0.29,1.0
7.6,88.7,335.55,0.82,56.68,225.77,1.09,31.96,1.08,1.0
6.98,218.6,380.1,2.65,5.86,279.59,1.91,52.38,0.28,1.0
7.75,187.92,326.21,1.74,63.33,216.76,0.25,22.07,0.16,1.0
6.4,159.46,284.51,3.58,123.86,177.21,0.38,49.89,,1.0
6.87,10.0,60.94,3.0,10.82,21.3,0.5,30.41,1.76,1.0
8.01,364.98,590.19,2.0,29.9,388.61,0.38,42.24,0.87,1.0
6.0,400.17,661.44,1.78,161.2,381.12,2.16,29.22,7.36,
8.12,10.0,10.0,3.73,17.11,5.0,0.72,64.22,0.89,1.0
5.79,77.75,95.19,1.42,101.46,57.76,3.07,,0.83,
6.01,124.93,244.04,2.26,40.85,131.34,0.39,41.74,1.34,1.0
7.0,39.93,107.09,1.93,52.41,51.04,0.04,23.93,0.24,1.0
3.88,309.72,401.19,3.19,44.75,276.97,0.15,53.77,19.54,
8.46,120.58,154.35,3.27,67.03,104.94,0.24,54.29,0.05,1.0
7.45,481.15,733.01,2.54,,478.49,1.02,37.93,1.68,1.0
7.2,384.17,538.11,1.47,57.45,355.9,0.2,15.11,2.1,1.0
7.86,231.81,342.51,1.84,33.87,224.49,0.48,31.64,18.94,
6.7,349.66,505.4,0.77,,353.37,1.59,3.19,0.3,1.0
7.51,233.74,521.18,2.25,94.84,341.24,0.13,44.24,0.34,1.0
6.44,122.53,187.21,1.19,,92.52,0.08,10.68,0.29,1.0
7.47,72.92,136.76,4.24,135.94,121.49,0.78,63.81,0.17,
7.3,273.26,315.63,1.45,74.68,212.57,1.2,14.33,0.38,
6.76,329.78,472.33,3.03,,295.23,2.42,46.97,0.03,1.0
7.53,165.16,327.81,3.53,103.52,188.01,1.08,42.61,2.41,1.0
7.53,24.64,10.0,2.83,19.98,14.42,2.92,34.34,0.28,1.0
8.34,92.05,139.44,1.49,21.81,88.29,0.28,45.35,1.31,1.0
6.12,193.84,285.21,1.42,,216.87,0.42,29.77,0.64,1.0
7.34,119.98,284.87,4.94,15.44,178.25,1.83,77.86,0.17,
6.79,434.71,694.51,3.97,20.15,434.68,1.67,64.75,0.13,1.0
8.1,10.0,22.8,2.3,82.73,32.74,1.09,37.61,11.54,
8.0,254.79,401.12,1.66,96.69,279.23,0.71,24.04,0.74,1.0
7.81,322.47,597.82,1.13,0.37,391.96,0.02,24.52,0.14,1.0
6.84,423.32,754.29,1.38,60.82,503.82,0.33,12.43,0.03,1.0
8.11,190.16,219.12,2.71,,141.67,0.17,56.61,0.6,1.0
6.18,186.39,398.29,4.31,60.97,263.56,0.05,65.9,0.18,
6.01,199.48,413.95,1.88,136.48,292.37,1.5,36.24,0.13,1.0
6.38,200.88,339.1,3.2,,232.92,0.14,63.71,0.66,1.0
7.37,129.54,280.23,2.9,9.41,178.76,0.44,48.39,15.22,
7.94,188.07,387.2,1.71,79.09,278.72,3.79,17.51,0.33,1.0
5.02,11.25,10.0,3.0,83.81,5.0,0.53,57.18,1.43,
8.46,186.6,436.41,3.03,12.36,324.71,0.15,62.41,0.57,1.0
7.5,144.74,325.24,2.92,108.94,177.28,1.17,24.29,1.12,1.0
6.15,256.01,255.51,1.59,17.38,153.54,1.66,22.79,0.11,1.0
7.48,448.6,709.37,2.72,116.94,460.27,0.33,43.67,0.18,1.0
8.27,61.68,165.01,3.19,68.75,104.33,1.66,45.2,0.06,1.0
7.88,152.54,219.38,2.96,100.85,162.73,0.32,31.88,0.18,
8.28,447.35,698.31,3.08,64.83,432.75,1.18,37.34,1.78,1.0
6.31,129.87,133.59,1.8,76.28,92.05,0.13,8.46,19.89,
7.07,107.63,189.98,3.07,78.41,111.92,0.56,55.64,0.71,1.0
6.66,211.18,270.59,3.29,95.79,181.79,0.73,63.09,0.37,1.0
8.77,178.97,468.15,1.54,48.69,303.0,1.29,36.74,0.76,1.0
7.91,152.12,341.56,0.62,14.0,223.87,1.05,8.94,0.4,1.0
9.68,33.08,41.47,3.64,46.84,15.96,1.92,57.25,,
7.03,132.62,193.57,1.54,23.3,115.62,0.2,33.76,0.35,1.0
6.82,61.53,178.53,1.26,25.92,121.79,1.08,16.53,0.46,1.0
7.29,183.7,284.56,2.21,116.19,203.84,0.14,23.69,0.15,1.0
8.5,199.91,385.17,1.73,74.91,238.39,0.65,20.24,0.11,1.0
3.77,216.34,383.64,0.07,73.07,231.99,0.74,2.86,0.16,
7.5,57.24,10.0,2.89,92.91,18.77,0.03,36.24,0.49,1.0
7.48,353.12,512.79,2.87,74.7,332.66,0.07,47.73,0.08,1.0
7.43,160.46,350.51,0.97,124.68,244.44,1.83,0.98,0.64,1.0
6.88,293.28,576.91,1.97,,356.87,0.34,27.19,0.27,1.0
7.29,212.75,388.84,0.98,10.1,217.16,0.42,18.8,0.22,1.0
7.26,310.82,520.26,1.14,21.97,327.51,1.02,18.44,0.82,1.0
7.39,203.09,393.31,1.4,,240.32,0.25,13.62,0.35,1.0
